DetId/i, BinaryDetId/B, Section/C, Layer/I, Ring/I, sensorCenterRho_mm/D, sensorCenterZ_mm/D, phi_deg/D
441207890,00011010010011000100110001010010,TB2S, 1, 8, 699.150000, 739.378030, 135.000000
441207889,00011010010011000100110001010001,TB2S, 1, 8, 700.950000, 739.378030, 135.000000
441207893,00011010010011000100110001010101,TB2S, 1, 9, 704.650000, 842.305327, 135.000000
441207894,00011010010011000100110001010110,TB2S, 1, 9, 706.450000, 842.305327, 135.000000
441207898,00011010010011000100110001011010,TB2S, 1, 10, 699.150000, 932.393155, 135.000000
441207897,00011010010011000100110001011001,TB2S, 1, 10, 700.950000, 932.393155, 135.000000
441207901,00011010010011000100110001011101,TB2S, 1, 11, 704.650000, 1035.971490, 135.000000
441207902,00011010010011000100110001011110,TB2S, 1, 11, 706.450000, 1035.971490, 135.000000
441207906,00011010010011000100110001100010,TB2S, 1, 12, 699.150000, 1123.964390, 135.000000
441207905,00011010010011000100110001100001,TB2S, 1, 12, 700.950000, 1123.964390, 135.000000
441207858,00011010010011000100110000110010,TB2S, 1, 1, 699.150000, -44.308243, 135.000000
441207857,00011010010011000100110000110001,TB2S, 1, 1, 700.950000, -44.308243, 135.000000
441207853,00011010010011000100110000101101,TB2S, 1, 2, 704.650000, -144.891078, 135.000000
441207854,00011010010011000100110000101110,TB2S, 1, 2, 706.450000, -144.891078, 135.000000
441207850,00011010010011000100110000101010,TB2S, 1, 3, 699.150000, -242.522989, 135.000000
441207849,00011010010011000100110000101001,TB2S, 1, 3, 700.950000, -242.522989, 135.000000
441207845,00011010010011000100110000100101,TB2S, 1, 4, 704.650000, -343.774399, 135.000000
441207846,00011010010011000100110000100110,TB2S, 1, 4, 706.450000, -343.774399, 135.000000
441207842,00011010010011000100110000100010,TB2S, 1, 5, 699.150000, -439.254946, 135.000000
441207841,00011010010011000100110000100001,TB2S, 1, 5, 700.950000, -439.254946, 135.000000
441207837,00011010010011000100110000011101,TB2S, 1, 6, 704.650000, -541.169931, 135.000000
441207838,00011010010011000100110000011110,TB2S, 1, 6, 706.450000, -541.169931, 135.000000
441207834,00011010010011000100110000011010,TB2S, 1, 7, 699.150000, -634.169931, 135.000000
441207833,00011010010011000100110000011001,TB2S, 1, 7, 700.950000, -634.169931, 135.000000
441207829,00011010010011000100110000010101,TB2S, 1, 8, 704.650000, -736.742363, 135.000000
441207830,00011010010011000100110000010110,TB2S, 1, 8, 706.450000, -736.742363, 135.000000
441207826,00011010010011000100110000010010,TB2S, 1, 9, 699.150000, -827.742363, 135.000000
441207825,00011010010011000100110000010001,TB2S, 1, 9, 700.950000, -827.742363, 135.000000
441207821,00011010010011000100110000001101,TB2S, 1, 10, 704.650000, -930.967712, 135.000000
441207822,00011010010011000100110000001110,TB2S, 1, 10, 706.450000, -930.967712, 135.000000
441207818,00011010010011000100110000001010,TB2S, 1, 11, 699.150000, -1020.096460, 135.000000
441207817,00011010010011000100110000001001,TB2S, 1, 11, 700.950000, -1020.096460, 135.000000
441207813,00011010010011000100110000000101,TB2S, 1, 12, 704.650000, -1123.970618, 135.000000
441207814,00011010010011000100110000000110,TB2S, 1, 12, 706.450000, -1123.970618, 135.000000
441208885,00011010010011000101000000110101,TB2S, 1, 1, 673.050000, 55.491247, 142.500000
441208886,00011010010011000101000000110110,TB2S, 1, 1, 674.850000, 55.491247, 142.500000
441208890,00011010010011000101000000111010,TB2S, 1, 2, 667.550000, 154.090216, 142.500000
441208889,00011010010011000101000000111001,TB2S, 1, 2, 669.350000, 154.090216, 142.500000
441208893,00011010010011000101000000111101,TB2S, 1, 3, 673.050000, 255.043344, 142.500000
441208894,00011010010011000101000000111110,TB2S, 1, 3, 674.850000, 255.043344, 142.500000
441208898,00011010010011000101000001000010,TB2S, 1, 4, 667.550000, 351.483714, 142.500000
441208897,00011010010011000101000001000001,TB2S, 1, 4, 669.350000, 351.483714, 142.500000
441208901,00011010010011000101000001000101,TB2S, 1, 5, 673.050000, 453.102648, 142.500000
441208902,00011010010011000101000001000110,TB2S, 1, 5, 674.850000, 453.102648, 142.500000
441208906,00011010010011000101000001001010,TB2S, 1, 6, 667.550000, 546.102648, 142.500000
441208905,00011010010011000101000001001001,TB2S, 1, 6, 669.350000, 546.102648, 142.500000
441208909,00011010010011000101000001001101,TB2S, 1, 7, 673.050000, 648.378030, 142.500000
441208910,00011010010011000101000001001110,TB2S, 1, 7, 674.850000, 648.378030, 142.500000
441208914,00011010010011000101000001010010,TB2S, 1, 8, 667.550000, 739.378030, 142.500000
441208913,00011010010011000101000001010001,TB2S, 1, 8, 669.350000, 739.378030, 142.500000
441208917,00011010010011000101000001010101,TB2S, 1, 9, 673.050000, 842.305327, 142.500000
441208918,00011010010011000101000001010110,TB2S, 1, 9, 674.850000, 842.305327, 142.500000
441208922,00011010010011000101000001011010,TB2S, 1, 10, 667.550000, 932.393155, 142.500000
441208921,00011010010011000101000001011001,TB2S, 1, 10, 669.350000, 932.393155, 142.500000
441208925,00011010010011000101000001011101,TB2S, 1, 11, 673.050000, 1035.971490, 142.500000
441208926,00011010010011000101000001011110,TB2S, 1, 11, 674.850000, 1035.971490, 142.500000
441208930,00011010010011000101000001100010,TB2S, 1, 12, 667.550000, 1123.964390, 142.500000
441208929,00011010010011000101000001100001,TB2S, 1, 12, 669.350000, 1123.964390, 142.500000
441208882,00011010010011000101000000110010,TB2S, 1, 1, 667.550000, -44.308243, 142.500000
441208881,00011010010011000101000000110001,TB2S, 1, 1, 669.350000, -44.308243, 142.500000
441208877,00011010010011000101000000101101,TB2S, 1, 2, 673.050000, -144.891078, 142.500000
441208878,00011010010011000101000000101110,TB2S, 1, 2, 674.850000, -144.891078, 142.500000
441208874,00011010010011000101000000101010,TB2S, 1, 3, 667.550000, -242.522989, 142.500000
441208873,00011010010011000101000000101001,TB2S, 1, 3, 669.350000, -242.522989, 142.500000
441208869,00011010010011000101000000100101,TB2S, 1, 4, 673.050000, -343.774399, 142.500000
441208870,00011010010011000101000000100110,TB2S, 1, 4, 674.850000, -343.774399, 142.500000
441208866,00011010010011000101000000100010,TB2S, 1, 5, 667.550000, -439.254946, 142.500000
441208865,00011010010011000101000000100001,TB2S, 1, 5, 669.350000, -439.254946, 142.500000
441208861,00011010010011000101000000011101,TB2S, 1, 6, 673.050000, -541.169931, 142.500000
441208862,00011010010011000101000000011110,TB2S, 1, 6, 674.850000, -541.169931, 142.500000
441208858,00011010010011000101000000011010,TB2S, 1, 7, 667.550000, -634.169931, 142.500000
441208857,00011010010011000101000000011001,TB2S, 1, 7, 669.350000, -634.169931, 142.500000
441208853,00011010010011000101000000010101,TB2S, 1, 8, 673.050000, -736.742363, 142.500000
441208854,00011010010011000101000000010110,TB2S, 1, 8, 674.850000, -736.742363, 142.500000
441208850,00011010010011000101000000010010,TB2S, 1, 9, 667.550000, -827.742363, 142.500000
441208849,00011010010011000101000000010001,TB2S, 1, 9, 669.350000, -827.742363, 142.500000
441208845,00011010010011000101000000001101,TB2S, 1, 10, 673.050000, -930.967712, 142.500000
441208846,00011010010011000101000000001110,TB2S, 1, 10, 674.850000, -930.967712, 142.500000
441208842,00011010010011000101000000001010,TB2S, 1, 11, 667.550000, -1020.096460, 142.500000
441208841,00011010010011000101000000001001,TB2S, 1, 11, 669.350000, -1020.096460, 142.500000
441208837,00011010010011000101000000000101,TB2S, 1, 12, 673.050000, -1123.970618, 142.500000
441208838,00011010010011000101000000000110,TB2S, 1, 12, 674.850000, -1123.970618, 142.500000
441209909,00011010010011000101010000110101,TB2S, 1, 1, 704.650000, 55.491247, 150.000000
441209910,00011010010011000101010000110110,TB2S, 1, 1, 706.450000, 55.491247, 150.000000
441209914,00011010010011000101010000111010,TB2S, 1, 2, 699.150000, 154.090216, 150.000000
441209913,00011010010011000101010000111001,TB2S, 1, 2, 700.950000, 154.090216, 150.000000
441209917,00011010010011000101010000111101,TB2S, 1, 3, 704.650000, 255.043344, 150.000000
441209918,00011010010011000101010000111110,TB2S, 1, 3, 706.450000, 255.043344, 150.000000
441209922,00011010010011000101010001000010,TB2S, 1, 4, 699.150000, 351.483714, 150.000000
441209921,00011010010011000101010001000001,TB2S, 1, 4, 700.950000, 351.483714, 150.000000
441209925,00011010010011000101010001000101,TB2S, 1, 5, 704.650000, 453.102648, 150.000000
441209926,00011010010011000101010001000110,TB2S, 1, 5, 706.450000, 453.102648, 150.000000
441209930,00011010010011000101010001001010,TB2S, 1, 6, 699.150000, 546.102648, 150.000000
441209929,00011010010011000101010001001001,TB2S, 1, 6, 700.950000, 546.102648, 150.000000
441209933,00011010010011000101010001001101,TB2S, 1, 7, 704.650000, 648.378030, 150.000000
441209934,00011010010011000101010001001110,TB2S, 1, 7, 706.450000, 648.378030, 150.000000
441209938,00011010010011000101010001010010,TB2S, 1, 8, 699.150000, 739.378030, 150.000000
441209937,00011010010011000101010001010001,TB2S, 1, 8, 700.950000, 739.378030, 150.000000
441209941,00011010010011000101010001010101,TB2S, 1, 9, 704.650000, 842.305327, 150.000000
441209942,00011010010011000101010001010110,TB2S, 1, 9, 706.450000, 842.305327, 150.000000
441209946,00011010010011000101010001011010,TB2S, 1, 10, 699.150000, 932.393155, 150.000000
441209945,00011010010011000101010001011001,TB2S, 1, 10, 700.950000, 932.393155, 150.000000
441209949,00011010010011000101010001011101,TB2S, 1, 11, 704.650000, 1035.971490, 150.000000
441209950,00011010010011000101010001011110,TB2S, 1, 11, 706.450000, 1035.971490, 150.000000
441209954,00011010010011000101010001100010,TB2S, 1, 12, 699.150000, 1123.964390, 150.000000
441209953,00011010010011000101010001100001,TB2S, 1, 12, 700.950000, 1123.964390, 150.000000
441209906,00011010010011000101010000110010,TB2S, 1, 1, 699.150000, -44.308243, 150.000000
441209905,00011010010011000101010000110001,TB2S, 1, 1, 700.950000, -44.308243, 150.000000
441209901,00011010010011000101010000101101,TB2S, 1, 2, 704.650000, -144.891078, 150.000000
441209902,00011010010011000101010000101110,TB2S, 1, 2, 706.450000, -144.891078, 150.000000
441209898,00011010010011000101010000101010,TB2S, 1, 3, 699.150000, -242.522989, 150.000000
441209897,00011010010011000101010000101001,TB2S, 1, 3, 700.950000, -242.522989, 150.000000
441209893,00011010010011000101010000100101,TB2S, 1, 4, 704.650000, -343.774399, 150.000000
441209894,00011010010011000101010000100110,TB2S, 1, 4, 706.450000, -343.774399, 150.000000
441209890,00011010010011000101010000100010,TB2S, 1, 5, 699.150000, -439.254946, 150.000000
441209889,00011010010011000101010000100001,TB2S, 1, 5, 700.950000, -439.254946, 150.000000
441209885,00011010010011000101010000011101,TB2S, 1, 6, 704.650000, -541.169931, 150.000000
441209886,00011010010011000101010000011110,TB2S, 1, 6, 706.450000, -541.169931, 150.000000
441209882,00011010010011000101010000011010,TB2S, 1, 7, 699.150000, -634.169931, 150.000000
441209881,00011010010011000101010000011001,TB2S, 1, 7, 700.950000, -634.169931, 150.000000
441209877,00011010010011000101010000010101,TB2S, 1, 8, 704.650000, -736.742363, 150.000000
441209878,00011010010011000101010000010110,TB2S, 1, 8, 706.450000, -736.742363, 150.000000
441209874,00011010010011000101010000010010,TB2S, 1, 9, 699.150000, -827.742363, 150.000000
441209873,00011010010011000101010000010001,TB2S, 1, 9, 700.950000, -827.742363, 150.000000
441209869,00011010010011000101010000001101,TB2S, 1, 10, 704.650000, -930.967712, 150.000000
441209870,00011010010011000101010000001110,TB2S, 1, 10, 706.450000, -930.967712, 150.000000
441209866,00011010010011000101010000001010,TB2S, 1, 11, 699.150000, -1020.096460, 150.000000
441209865,00011010010011000101010000001001,TB2S, 1, 11, 700.950000, -1020.096460, 150.000000
441209861,00011010010011000101010000000101,TB2S, 1, 12, 704.650000, -1123.970618, 150.000000
441209862,00011010010011000101010000000110,TB2S, 1, 12, 706.450000, -1123.970618, 150.000000
441210933,00011010010011000101100000110101,TB2S, 1, 1, 673.050000, 55.491247, 157.500000
441210934,00011010010011000101100000110110,TB2S, 1, 1, 674.850000, 55.491247, 157.500000
441210938,00011010010011000101100000111010,TB2S, 1, 2, 667.550000, 154.090216, 157.500000
441210937,00011010010011000101100000111001,TB2S, 1, 2, 669.350000, 154.090216, 157.500000
441210941,00011010010011000101100000111101,TB2S, 1, 3, 673.050000, 255.043344, 157.500000
441210942,00011010010011000101100000111110,TB2S, 1, 3, 674.850000, 255.043344, 157.500000
441210946,00011010010011000101100001000010,TB2S, 1, 4, 667.550000, 351.483714, 157.500000
441210945,00011010010011000101100001000001,TB2S, 1, 4, 669.350000, 351.483714, 157.500000
441210949,00011010010011000101100001000101,TB2S, 1, 5, 673.050000, 453.102648, 157.500000
441210950,00011010010011000101100001000110,TB2S, 1, 5, 674.850000, 453.102648, 157.500000
441210954,00011010010011000101100001001010,TB2S, 1, 6, 667.550000, 546.102648, 157.500000
441210953,00011010010011000101100001001001,TB2S, 1, 6, 669.350000, 546.102648, 157.500000
441210957,00011010010011000101100001001101,TB2S, 1, 7, 673.050000, 648.378030, 157.500000
441210958,00011010010011000101100001001110,TB2S, 1, 7, 674.850000, 648.378030, 157.500000
441210962,00011010010011000101100001010010,TB2S, 1, 8, 667.550000, 739.378030, 157.500000
441210961,00011010010011000101100001010001,TB2S, 1, 8, 669.350000, 739.378030, 157.500000
441210965,00011010010011000101100001010101,TB2S, 1, 9, 673.050000, 842.305327, 157.500000
441210966,00011010010011000101100001010110,TB2S, 1, 9, 674.850000, 842.305327, 157.500000
441210970,00011010010011000101100001011010,TB2S, 1, 10, 667.550000, 932.393155, 157.500000
441210969,00011010010011000101100001011001,TB2S, 1, 10, 669.350000, 932.393155, 157.500000
441210973,00011010010011000101100001011101,TB2S, 1, 11, 673.050000, 1035.971490, 157.500000
441210974,00011010010011000101100001011110,TB2S, 1, 11, 674.850000, 1035.971490, 157.500000
441210978,00011010010011000101100001100010,TB2S, 1, 12, 667.550000, 1123.964390, 157.500000
441210977,00011010010011000101100001100001,TB2S, 1, 12, 669.350000, 1123.964390, 157.500000
441210930,00011010010011000101100000110010,TB2S, 1, 1, 667.550000, -44.308243, 157.500000
441210929,00011010010011000101100000110001,TB2S, 1, 1, 669.350000, -44.308243, 157.500000
441210925,00011010010011000101100000101101,TB2S, 1, 2, 673.050000, -144.891078, 157.500000
441210926,00011010010011000101100000101110,TB2S, 1, 2, 674.850000, -144.891078, 157.500000
441210922,00011010010011000101100000101010,TB2S, 1, 3, 667.550000, -242.522989, 157.500000
441210921,00011010010011000101100000101001,TB2S, 1, 3, 669.350000, -242.522989, 157.500000
441210917,00011010010011000101100000100101,TB2S, 1, 4, 673.050000, -343.774399, 157.500000
441210918,00011010010011000101100000100110,TB2S, 1, 4, 674.850000, -343.774399, 157.500000
441210914,00011010010011000101100000100010,TB2S, 1, 5, 667.550000, -439.254946, 157.500000
441210913,00011010010011000101100000100001,TB2S, 1, 5, 669.350000, -439.254946, 157.500000
441210909,00011010010011000101100000011101,TB2S, 1, 6, 673.050000, -541.169931, 157.500000
441210910,00011010010011000101100000011110,TB2S, 1, 6, 674.850000, -541.169931, 157.500000
441210906,00011010010011000101100000011010,TB2S, 1, 7, 667.550000, -634.169931, 157.500000
441210905,00011010010011000101100000011001,TB2S, 1, 7, 669.350000, -634.169931, 157.500000
441210901,00011010010011000101100000010101,TB2S, 1, 8, 673.050000, -736.742363, 157.500000
441210902,00011010010011000101100000010110,TB2S, 1, 8, 674.850000, -736.742363, 157.500000
441210898,00011010010011000101100000010010,TB2S, 1, 9, 667.550000, -827.742363, 157.500000
441210897,00011010010011000101100000010001,TB2S, 1, 9, 669.350000, -827.742363, 157.500000
441210893,00011010010011000101100000001101,TB2S, 1, 10, 673.050000, -930.967712, 157.500000
441210894,00011010010011000101100000001110,TB2S, 1, 10, 674.850000, -930.967712, 157.500000
441210890,00011010010011000101100000001010,TB2S, 1, 11, 667.550000, -1020.096460, 157.500000
441210889,00011010010011000101100000001001,TB2S, 1, 11, 669.350000, -1020.096460, 157.500000
441210885,00011010010011000101100000000101,TB2S, 1, 12, 673.050000, -1123.970618, 157.500000
441210886,00011010010011000101100000000110,TB2S, 1, 12, 674.850000, -1123.970618, 157.500000
441211957,00011010010011000101110000110101,TB2S, 1, 1, 704.650000, 55.491247, 165.000000
441211958,00011010010011000101110000110110,TB2S, 1, 1, 706.450000, 55.491247, 165.000000
441211962,00011010010011000101110000111010,TB2S, 1, 2, 699.150000, 154.090216, 165.000000
441211961,00011010010011000101110000111001,TB2S, 1, 2, 700.950000, 154.090216, 165.000000
441211965,00011010010011000101110000111101,TB2S, 1, 3, 704.650000, 255.043344, 165.000000
441211966,00011010010011000101110000111110,TB2S, 1, 3, 706.450000, 255.043344, 165.000000
441211970,00011010010011000101110001000010,TB2S, 1, 4, 699.150000, 351.483714, 165.000000
441211969,00011010010011000101110001000001,TB2S, 1, 4, 700.950000, 351.483714, 165.000000
441211973,00011010010011000101110001000101,TB2S, 1, 5, 704.650000, 453.102648, 165.000000
441211974,00011010010011000101110001000110,TB2S, 1, 5, 706.450000, 453.102648, 165.000000
441211978,00011010010011000101110001001010,TB2S, 1, 6, 699.150000, 546.102648, 165.000000
441211977,00011010010011000101110001001001,TB2S, 1, 6, 700.950000, 546.102648, 165.000000
441211981,00011010010011000101110001001101,TB2S, 1, 7, 704.650000, 648.378030, 165.000000
441211982,00011010010011000101110001001110,TB2S, 1, 7, 706.450000, 648.378030, 165.000000
441211986,00011010010011000101110001010010,TB2S, 1, 8, 699.150000, 739.378030, 165.000000
441211985,00011010010011000101110001010001,TB2S, 1, 8, 700.950000, 739.378030, 165.000000
